Timestamp,AP_ID,RTT,IFFT,Kalman,Min,Max,Moy_100,Med_100
11:51:01.492,0,0.02,3.02,2.959,1.379,3.491,3.146,3.127
11:51:01.682,0,0.22,3.29,3.0,1.379,3.491,3.142,3.118
11:51:01.886,0,0.1,3.28,3.064,1.379,3.491,3.139,3.116
11:51:02.093,0,0.0,2.94,3.038,1.379,3.491,3.135,3.114
11:51:02.283,0,0.02,3.29,3.091,1.379,3.491,3.132,3.112
11:51:02.491,0,0.0,3.18,3.108,1.379,3.491,3.129,3.110
11:51:02.682,0,0.51,3.49,3.162,1.379,3.491,3.128,3.110
11:51:02.889,0,0.14,3.52,3.241,1.379,3.491,3.127,3.110
11:51:03.089,0,0.0,2.91,3.171,1.379,3.491,3.126,3.110
11:51:03.281,0,0.46,3.15,3.131,1.379,3.491,3.124,3.110
11:51:03.486,0,0.46,3.15,3.098,1.379,3.491,3.121,3.107
11:51:03.692,0,0.57,3.43,3.147,1.379,3.491,3.120,3.107
11:51:03.881,0,0.0,3.36,3.197,1.379,3.491,3.119,3.107
11:51:04.087,0,0.1,0.7,2.645,1.379,3.491,3.112,3.107
11:51:04.294,0,0.4,3.55,2.832,1.379,3.491,3.107,3.104
11:51:04.484,0,0.0,2.9,2.847,1.379,3.491,3.102,3.099
11:51:04.689,0,0.41,2.93,2.835,1.379,3.491,3.097,3.098
11:51:04.880,0,1.06,3.06,2.866,1.379,3.491,3.092,3.096
11:51:05.085,0,2.2,2.93,2.873,1.379,3.491,3.087,3.093
11:51:05.292,0,2.33,2.94,2.882,1.379,3.491,3.083,3.088
11:51:05.481,0,1.45,2.86,2.856,1.379,3.491,3.078,3.082
11:51:05.686,0,0.0,3.03,2.898,1.379,3.491,3.074,3.077
11:51:05.894,0,1.28,3.01,2.902,1.379,3.491,3.070,3.075
11:51:06.084,0,0.0,3.21,2.972,1.379,3.491,3.066,3.074
11:51:06.287,0,0.57,3.3,3.02,1.379,3.491,3.063,3.071
11:51:06.492,0,0.0,1.74,2.729,1.379,3.491,3.058,3.069
11:51:06.683,0,0.13,3.33,2.86,1.379,3.491,3.053,3.066
11:51:06.888,0,0.0,3.52,2.999,1.379,3.491,3.050,3.062
11:51:07.108,0,0.7,3.54,3.095,1.379,3.491,3.048,3.062
11:51:07.283,0,0.0,3.25,3.13,1.379,3.491,3.046,3.062
11:51:07.490,0,0.31,3.43,3.165,1.379,3.491,3.044,3.062
11:51:07.695,0,0.05,3.3,3.196,1.379,3.491,3.042,3.062
11:51:07.887,0,0.2,3.24,3.206,1.379,3.491,3.042,3.062
11:51:08.093,0,0.02,3.41,3.249,1.379,3.491,3.044,3.066
11:51:08.284,0,0.64,3.34,3.236,1.379,3.491,3.047,3.069
11:51:08.490,0,0.0,3.25,3.239,1.379,3.491,3.048,3.069
11:51:08.694,0,0.0,0.76,2.711,1.379,3.491,3.043,3.066
11:51:08.882,0,0.12,3.31,2.836,1.379,3.491,3.041,3.062
11:51:09.087,0,0.03,3.24,2.919,1.379,3.491,3.046,3.062
11:51:09.293,0,0.23,3.21,2.951,1.379,3.491,3.051,3.062
11:51:09.483,0,0.55,3.27,2.995,1.379,3.491,3.054,3.062
11:51:09.688,0,0.14,3.21,3.045,1.379,3.491,3.056,3.062
11:51:09.894,0,0.19,3.29,3.098,1.379,3.491,3.059,3.066
11:51:10.083,0,0.44,2.91,3.018,1.379,3.491,3.060,3.066
11:51:10.288,0,0.34,3.16,3.015,1.379,3.491,3.060,3.066
11:51:10.507,0,0.63,3.13,3.01,1.379,3.491,3.062,3.066
11:51:10.683,0,0.0,0.6,2.446,1.379,3.491,3.058,3.066
11:51:10.889,0,0.38,3.32,2.633,1.379,3.491,3.055,3.066
11:51:11.081,0,0.37,3.42,2.801,1.379,3.491,3.053,3.066
11:51:11.286,0,0.3,3.37,2.912,1.379,3.491,3.053,3.066
11:51:11.493,0,0.1,3.39,3.024,1.379,3.491,3.053,3.066
11:51:11.683,0,0.0,3.21,3.065,1.379,3.491,3.053,3.067
11:51:11.889,0,0.28,3.22,3.065,1.379,3.491,3.053,3.065
11:51:12.095,0,0.01,3.45,3.152,1.379,3.491,3.053,3.065
11:51:12.284,0,3.69,2.76,3.065,1.379,3.491,3.052,3.065
11:51:12.506,0,0.0,3.2,3.095,1.379,3.491,3.050,3.065
11:51:12.679,0,0.0,3.43,3.169,1.379,3.491,3.050,3.065
11:51:12.886,0,0.22,0.56,2.51,1.379,3.491,3.042,3.064
11:51:13.093,0,0.26,3.32,2.681,1.379,3.491,3.037,3.062
11:51:13.282,0,0.06,3.25,2.812,1.379,3.491,3.032,3.059
11:51:13.490,0,0.6,3.2,2.876,1.379,3.491,3.028,3.058
11:51:13.694,0,0.55,3.27,2.942,1.379,3.491,3.024,3.051
11:51:13.883,0,0.7,2.91,2.901,1.379,3.491,3.018,3.042
11:51:14.088,0,0.0,3.22,2.977,1.379,3.491,3.013,3.038
11:51:14.281,0,0.53,3.14,2.984,1.379,3.491,3.009,3.031
11:51:14.487,0,0.89,3.17,3.001,1.379,3.491,3.005,3.023
11:51:14.693,0,0.61,3.18,3.012,1.379,3.491,3.001,3.021
11:51:14.884,0,0.0,3.2,3.056,1.379,3.491,2.997,3.021
11:51:15.089,0,0.0,3.21,3.09,1.379,3.491,2.994,3.021
11:51:15.294,0,0.45,3.3,3.104,1.379,3.491,2.994,3.021
11:51:15.483,0,0.7,3.28,3.114,1.379,3.491,2.994,3.021
11:51:15.689,0,0.54,3.33,3.132,1.379,3.491,2.995,3.021
11:51:15.893,0,0.14,3.4,3.194,1.379,3.491,2.996,3.021
11:51:16.083,0,0.24,3.15,3.142,1.379,3.491,2.996,3.021
11:51:16.288,0,0.95,3.01,3.076,1.379,3.491,2.997,3.021
11:51:16.494,0,0.0,3.28,3.125,1.379,3.491,2.997,3.021
11:51:16.685,0,0.0,2.03,2.884,1.379,3.491,2.996,3.019
