Timestamp,AP_ID,RTT,IFFT,Kalman,Min,Max,Moy_100,Med_100
12:00:48.081,0,7.49,9.65,9.838,1.379,11.301,9.217,9.425
12:00:48.289,0,7.63,10.32,9.931,1.379,11.301,9.215,9.425
12:00:48.491,0,7.09,10.28,9.981,1.379,11.301,9.214,9.425
12:00:48.707,0,7.81,9.06,9.707,1.379,11.301,9.217,9.436
12:00:48.926,0,6.92,10.58,9.895,1.379,11.301,9.220,9.436
12:00:49.085,0,7.33,10.53,10.022,1.379,11.301,9.223,9.436
12:00:49.304,0,7.37,10.66,10.149,1.379,11.301,9.231,9.454
12:00:49.492,0,7.4,10.23,10.13,1.379,11.301,9.244,9.468
12:00:49.728,0,7.42,10.5,10.187,1.379,11.301,9.254,9.476
12:00:49.887,0,7.49,10.23,10.159,1.379,11.301,9.261,9.481
12:00:50.092,0,7.33,10.53,10.212,1.379,11.301,9.268,9.481
12:00:50.282,0,7.23,9.94,10.096,1.379,11.301,9.273,9.481
12:00:50.488,0,7.51,10.23,10.093,1.379,11.301,9.284,9.483
12:00:50.693,0,7.73,10.51,10.167,1.379,11.301,9.293,9.488
12:00:50.947,0,7.6,10.23,10.146,1.379,11.301,9.318,9.504
12:00:51.105,0,7.43,9.94,10.051,1.379,11.301,9.336,9.520
12:00:51.342,0,7.74,10.23,10.064,1.379,11.301,9.351,9.528
12:00:51.485,0,7.47,10.23,10.069,1.379,11.301,9.363,9.546
12:00:51.691,0,7.27,10.36,10.103,1.379,11.301,9.379,9.566
12:00:51.891,0,7.52,2.62,8.098,1.379,11.301,9.370,9.566
12:00:52.078,0,7.06,9.65,8.489,1.379,11.301,9.363,9.566
12:00:52.284,0,7.09,10.23,8.926,1.379,11.301,9.357,9.566
12:00:52.691,0,7.63,10.54,9.33,1.379,11.301,9.353,9.546
12:00:52.880,0,7.47,9.35,9.308,1.379,11.301,9.348,9.528
12:00:53.086,0,7.32,9.35,9.29,1.379,11.301,9.343,9.520
12:00:53.294,0,7.92,9.06,9.21,1.379,11.301,9.335,9.500
12:00:53.499,0,7.67,9.94,9.378,1.379,11.301,9.329,9.483
12:00:53.705,0,8.07,9.06,9.275,1.379,11.301,9.322,9.481
12:00:53.910,0,7.45,10.23,9.499,1.379,11.301,9.320,9.481
12:00:54.084,0,6.94,9.06,9.346,1.379,11.301,9.318,9.476
12:00:54.288,0,7.32,10.23,9.548,1.379,11.301,9.340,9.481
12:00:54.492,0,7.37,9.65,9.541,1.379,11.301,9.359,9.483
12:00:54.682,0,7.89,9.06,9.39,1.379,11.301,9.396,9.483
12:00:54.903,0,7.21,10.26,9.586,1.379,11.301,9.424,9.492
12:00:55.094,0,7.71,5.63,8.518,1.379,11.301,9.432,9.492
12:00:55.285,0,7.87,9.65,8.805,1.379,11.301,9.436,9.492
12:00:55.492,0,7.3,9.94,9.08,1.379,11.301,9.438,9.492
12:00:55.743,0,7.37,10.35,9.388,1.379,11.301,9.443,9.492
12:00:55.900,0,7.16,10.23,9.576,1.379,11.301,9.449,9.507
12:00:56.104,0,7.3,9.35,9.484,1.379,11.301,9.454,9.507
12:00:56.279,0,7.22,9.94,9.569,1.379,11.301,9.460,9.524
12:00:56.516,0,7.44,10.37,9.749,1.379,11.301,9.469,9.537
12:00:56.706,0,7.41,9.65,9.687,1.379,11.301,9.476,9.544
12:00:56.892,0,7.08,9.65,9.637,1.379,11.301,9.484,9.555
12:00:57.083,0,7.08,9.06,9.447,1.379,11.301,9.485,9.555
12:00:57.321,0,7.81,0.02,6.946,1.379,11.301,9.463,9.555
12:00:57.481,0,6.87,9.94,7.731,1.379,11.301,9.447,9.555
12:00:57.720,0,7.49,9.94,8.308,1.379,11.301,9.435,9.555
12:00:57.910,0,7.42,10.23,8.8,1.379,11.301,9.428,9.555
12:00:58.085,0,7.26,10.23,9.153,1.379,11.301,9.424,9.544
12:00:58.291,0,7.82,9.35,9.186,1.379,11.301,9.421,9.544
12:00:58.511,0,7.25,10.31,9.451,1.379,11.301,9.422,9.544
12:00:58.685,0,7.46,9.94,9.55,1.379,11.301,9.423,9.549
12:00:58.922,0,7.01,9.94,9.614,1.379,11.301,9.440,9.559
12:00:59.096,0,7.15,10.59,9.834,1.379,11.301,9.455,9.570
12:00:59.286,0,7.01,10.53,9.973,1.379,11.301,9.467,9.573
12:00:59.492,0,7.67,10.23,10.006,1.379,11.301,9.487,9.576
12:00:59.711,0,7.51,10.23,10.028,1.379,11.301,9.504,9.582
12:00:59.884,0,7.1,10.55,10.122,1.379,11.301,9.518,9.588
12:01:00.092,0,7.01,10.23,10.104,1.379,11.301,9.527,9.602
12:01:00.281,0,7.1,10.23,10.093,1.379,11.301,9.535,9.619
12:01:00.486,0,7.12,10.66,10.198,1.379,11.301,9.542,9.630
12:01:00.689,0,7.47,9.35,9.935,1.379,11.301,9.547,9.640
12:01:00.879,0,7.26,10.53,10.05,1.379,11.301,9.552,9.657
12:01:01.084,0,7.31,10.23,10.056,1.379,11.301,9.555,9.657
12:01:01.291,0,7.26,10.58,10.151,1.379,11.301,9.560,9.665
12:01:01.482,0,7.33,10.55,10.214,1.379,11.301,9.568,9.688
12:01:01.780,0,6.88,9.94,10.091,1.379,11.301,9.574,9.698
12:01:01.890,0,7.53,9.94,10.013,1.379,11.301,9.577,9.728
12:01:02.080,0,7.21,10.23,10.028,1.379,11.301,9.580,9.728
12:01:02.318,0,7.48,10.61,10.143,1.379,11.301,9.585,9.752
12:01:02.509,0,7.23,10.23,10.123,1.379,11.301,9.588,9.752
12:01:02.683,0,7.03,10.53,10.182,1.379,11.301,9.590,9.752
12:01:02.919,0,7.56,10.64,10.263,1.379,11.301,9.593,9.752
12:01:03.109,0,7.2,10.23,10.209,1.379,11.301,9.595,9.752
12:01:03.300,0,7.24,9.35,9.94,1.379,11.301,9.595,9.752
12:01:03.522,0,7.43,10.57,10.067,1.379,11.301,9.596,9.752
12:01:03.679,0,7.51,9.35,9.841,1.379,11.301,9.598,9.779
12:01:03.885,0,7.15,10.62,10.005,1.379,11.301,9.620,9.819
12:01:04.105,0,7.87,10.23,10.033,1.379,11.301,9.636,9.836
12:01:04.279,0,7.44,10.62,10.148,1.379,11.301,9.650,9.839
12:01:04.517,0,7.19,2.91,8.2,1.379,11.301,9.639,9.839
12:01:04.691,0,7.45,10.64,8.831,1.379,11.301,9.632,9.839
12:01:04.882,0,7.47,10.61,9.277,1.379,11.301,9.626,9.839
12:01:05.089,0,7.26,10.66,9.611,1.379,11.301,9.623,9.836
12:01:05.280,0,7.18,7.01,8.891,1.379,11.301,9.624,9.836
12:01:05.487,0,6.68,8.77,8.826,1.379,11.301,9.620,9.836
